frame,start,end
65,51396,51403
0,51403,51410
18,51411,51418
64,51418,51425
62,51426,51433
11,51433,51440
99,51441,51448
61,51448,51455
93,51456,51463
79,51464,51471
111,51471,51478
50,51479,51486
99,51486,51493
47,51494,51501
116,51501,51508
111,51509,51516
4,51516,51523
31,51524,51531
105,51531,51538
27,51539,51546
111,51546,51553
19,51554,51561
50,51561,51568
39,51569,51576
82,51576,51583
98,51584,51591
100,51591,51598
90,51599,51606
32,51606,51614
14,51614,51621
111,51622,51629
52,51629,51636
88,51637,51644
85,51644,51651
63,51652,51659
37,51659,51666
9,51667,51674
83,51674,51681
0,51682,51689
57,51689,51696
117,51697,51704
39,51704,51711
5,51712,51719
49,51719,51726
77,51727,51734
65,51734,51741
111,51742,51749
35,51749,51756
1,51757,51764
97,51765,51772
104,51772,51779
1,51780,51787
28,51787,51794
107,51795,51802
6,51802,51809
4,51810,51817
20,51817,51824
-1,51825,51832
38,51832,51839
54,51840,51847
46,51847,51854
95,51855,51862
74,51862,51869
58,51870,51877
91,51877,51884
59,51885,51892
53,51892,51899
92,51900,51907
50,51907,51914
38,51915,51922
31,51923,51930
70,51930,51937
70,51938,51945
62,51945,51952
36,51953,51960
61,51960,51967
93,51968,51975
77,51975,51982
53,51983,51990
105,51990,51997
49,51998,52005
57,52005,52012
104,52013,52020
74,52020,52027
44,52028,52035
1,52035,52042
28,52043,52050
110,52050,52057
62,52058,52065
43,52065,52073
36,52073,52080
116,52081,52088
20,52088,52095
37,52096,52103
2,52103,52110
77,52111,52118
64,52118,52125
114,52126,52133
79,52133,52140
24,52141,52148
89,52148,52155
99,52156,52163
45,52163,52170
49,52171,52178
108,52178,52185
46,52186,52193
56,52193,52200
60,52201,52208
69,52208,52215
116,52216,52223
53,52224,52231
45,52231,52238
74,52239,52246
19,52246,52253
55,52254,52261
15,52261,52268
62,52269,52276
13,52276,52283
-1,52284,52291
31,52291,52298
27,52299,52306
96,52306,52313
52,52314,52321
0,52321,52328
54,52329,52336
98,52336,52343
103,52344,52351
8,52351,52358
53,52359,52366
23,52366,52373
63,52374,52381
117,52382,52389
29,52389,52396
78,52397,52404
45,52404,52411
23,52412,52419
2,52419,52426
29,52427,52434
76,52434,52441
54,52442,52449
25,52449,52456
-1,52457,52464
31,52464,52471
31,52472,52479
96,52479,52486
87,52487,52494
24,52494,52501
23,52502,52509
38,52509,52516
21,52517,52524
84,52524,52532
27,52532,52539
22,52540,52547
8,52547,52554
60,52555,52562
46,52562,52569
35,52570,52577
46,52577,52584
63,52585,52592
59,52592,52599
79,52600,52607
95,52607,52614
92,52615,52622
40,52622,52629
85,52630,52637
115,52637,52644
15,52645,52652
1,52652,52659
64,52660,52667
26,52667,52674
33,52675,52682
110,52683,52690
72,52690,52697
72,52698,52705
110,52705,52712
73,52713,52720
95,52720,52727
78,52728,52735
48,52735,52742
62,52743,52750
24,52750,52757
86,52758,52765
61,52765,52772
45,52773,52780
24,52780,52787
10,52788,52795
116,52795,52802
16,52803,52810
12,52810,52817
94,52818,52825
106,52825,52832
79,52833,52840
52,52841,52848
34,52848,52855
82,52856,52863
67,52863,52870
88,52871,52878
97,52878,52885
46,52886,52893
68,52893,52900
109,52901,52908
86,52908,52915
26,52916,52923
81,52923,52930
15,52931,52938
92,52938,52945
0,52946,52953
67,52953,52960
99,52961,52968
76,52968,52975
54,52976,52983
6,52983,52991
72,52991,52998
50,52999,53006
60,53006,53013
51,53014,53021
111,53021,53028
109,53029,53036
112,53036,53043
108,53044,53051
101,53051,53058
63,53059,53066
53,53066,53073
39,53074,53081
111,53081,53088
16,53089,53096
104,53096,53103
61,53104,53111
101,53111,53118
44,53119,53126
17,53126,53133
8,53134,53141
30,53142,53149
53,53149,53156
20,53157,53164
94,53164,53171
96,53172,53179
6,53179,53186
68,53187,53194
73,53194,53201
44,53202,53209
7,53209,53216
89,53217,53224
62,53224,53231
90,53232,53239
74,53239,53246
94,53247,53254
116,53254,53261
21,53262,53269
78,53269,53276
26,53277,53284
99,53284,53291
40,53292,53299
17,53300,53307
56,53307,53314
21,53315,53322
75,53322,53329
33,53330,53337
78,53337,53344
27,53345,53352
79,53352,53359
84,53360,53367
30,53367,53374
65,53375,53382
7,53382,53389
36,53390,53397
4,53397,53404
52,53405,53412
24,53412,53419
95,53420,53427
78,53427,53434
112,53435,53442
65,53442,53450
46,53450,53457
75,53458,53465
48,53465,53472
93,53473,53480
59,53480,53487
48,53488,53495
42,53495,53502
19,53503,53510
2,53510,53517
107,53518,53525
22,53525,53532
58,53533,53540
98,53540,53547
48,53548,53555
81,53555,53562
102,53563,53570
25,53570,53577
39,53578,53585
60,53585,53592
31,53593,53600
70,53601,53608
63,53608,53615
13,53616,53623
3,53623,53630
52,53631,53638
102,53638,53645
3,53646,53653
83,53653,53660
8,53661,53668
106,53668,53675
33,53676,53683
60,53683,53690
8,53691,53698
83,53698,53705
10,53706,53713
98,53713,53720
112,53721,53728
23,53728,53735
56,53736,53743
103,53743,53750
90,53751,53758
51,53759,53766
94,53766,53773
108,53774,53781
45,53781,53788
39,53789,53796
57,53796,53803
71,53804,53811
37,53811,53818
66,53819,53826
76,53826,53833
76,53834,53841
86,53841,53848
97,53849,53856
23,53856,53863
11,53864,53871
57,53871,53878
78,53879,53886
2,53886,53893
71,53894,53901
53,53901,53909
10,53909,53916
10,53917,53924
53,53924,53931
32,53932,53939
59,53939,53946
81,53947,53954
31,53954,53961
89,53962,53969
82,53969,53976
2,53977,53984
37,53984,53991
19,53992,53999
110,53999,54006
117,54007,54014
97,54014,54021
10,54022,54029
5,80227,80234
76,80234,80241
83,80242,80249
64,80249,80256
82,80257,80264
10,80264,80271
103,80272,80279
69,80279,80286
30,80287,80294
27,80294,80301
8,80302,80309
59,80310,80317
65,80317,80324
104,80325,80332
58,80332,80339
48,80340,80347
110,80347,80354
35,80355,80362
46,80362,80369
60,80370,80377
69,80377,80384
112,80385,80392
111,80392,80399
16,80400,80407
45,80407,80414
81,80415,80422
105,80422,80429
83,80430,80437
72,80437,80444
46,80445,80452
4,80452,80460
32,80460,80467
30,80468,80475
18,80475,80482
54,80483,80490
100,80490,80497
35,80498,80505
38,80505,80512
52,80513,80520
80,80520,80527
62,80528,80535
73,80535,80542
31,80543,80550
48,80550,80557
27,80558,80565
6,80565,80572
98,80573,80580
30,80580,80587
109,80588,80595
67,80595,80602
83,80603,80610
89,80610,80618
105,80618,80625
114,80626,80633
44,80633,80640
22,80641,80648
44,80648,80655
5,80656,80663
58,80663,80670
93,80671,80678
103,80678,80685
74,80686,80693
96,80693,80700
117,80701,80708
111,80708,80715
113,80716,80723
52,80723,80730
72,80731,80738
-1,80738,80745
81,80746,80753
7,80753,80760
94,80761,80768
69,80769,80776
91,80776,80783
91,80784,80791
55,80791,80798
27,80799,80806
20,80806,80813
80,80814,80821
43,80821,80828
17,80829,80836
57,80836,80843
60,80844,80851
77,80851,80858
1,80859,80866
57,80866,80873
107,80874,80881
30,80881,80888
14,80889,80896
94,80896,80903
23,80904,80911
22,80911,80918
14,80919,80926
115,80927,80934
58,80934,80941
62,80942,80949
98,80949,80956
114,80957,80964
0,80964,80971
70,80972,80979
21,80979,80986
66,80987,80994
96,80994,81001
21,81002,81009
113,81009,81016
45,81017,81024
0,81024,81031
26,81032,81039
56,81039,81046
14,81047,81054
108,81054,81061
-1,81062,81069
59,81069,81077
28,81077,81084
98,81085,81092
77,81092,81099
111,81100,81107
63,81107,81114
62,81115,81122
19,81122,81129
17,81130,81137
102,81137,81144
13,81145,81152
92,81152,81159
17,81160,81167
51,81167,81174
88,81175,81182
19,81182,81189
0,81190,81197
16,81197,81204
90,81205,81212
29,81212,81219
8,81220,81227
85,81227,81235
67,81235,81242
71,81243,81250
31,81250,81257
88,81258,81265
34,81265,81272
37,81273,81280
1,81280,81287
60,81288,81295
94,81295,81302
93,81303,81310
79,81310,81317
31,81318,81325
74,81325,81332
44,81333,81340
28,81340,81347
50,81348,81355
1,81355,81362
39,81363,81370
38,81370,81377
7,81378,81385
84,81386,81393
55,81393,81400
83,81401,81408
3,81408,81415
97,81416,81423
111,81423,81430
115,81431,81438
40,81438,81445
32,81446,81453
98,81453,81460
108,81461,81468
28,81468,81475
96,81476,81483
0,81483,81490
96,81491,81498
89,81498,81505
61,81506,81513
25,81513,81520
28,81521,81528
77,81528,81535
103,81536,81543
106,81544,81551
15,81551,81558
67,81559,81566
78,81566,81573
113,81574,81581
100,81581,81588
105,81589,81596
65,81596,81603
74,81604,81611
45,81611,81618
78,81619,81626
62,81626,81633
55,81634,81641
23,81641,81648
71,81649,81656
45,81656,81663
4,81664,81671
53,81671,81678
44,81679,81686
79,81686,81694
31,81694,81701
85,81702,81709
17,81709,81716
72,81717,81724
-1,81724,81731
-1,81732,81739
4,81739,81746
92,81747,81754
65,81754,81761
103,81762,81769
66,81769,81776
51,81777,81784
62,81784,81791
40,81792,81799
46,81799,81806
53,81807,81814
19,81814,81821
83,81822,81829
101,81829,81836
100,81837,81844
22,81844,81852
3,81852,81859
13,81860,81867
113,81867,81874
77,81875,81882
97,81882,81889
117,81890,81897
67,81897,81904
66,81905,81912
12,81912,81919
77,81920,81927
110,81927,81934
17,81935,81942
90,81942,81949
115,81950,81957
110,81957,81964
114,81965,81972
39,81972,81979
16,81980,81987
5,81987,81994
22,81995,82002
66,82003,82010
114,82010,82017
25,82018,82025
88,82025,82032
78,82033,82040
84,82040,82047
108,82048,82055
86,82055,82062
0,82063,82070
55,82070,82077
103,82078,82085
48,82085,82092
49,82093,82100
4,82100,82107
105,82108,82115
92,82115,82122
65,82123,82130
19,82130,82137
38,82138,82145
31,82145,82152
89,82153,82160
40,82161,82168
84,82168,82175
59,82176,82183
17,82183,82190
41,82191,82198
114,82198,82205
90,82206,82213
36,82213,82220
97,82221,82228
76,82228,82235
8,82236,82243
78,82243,82250
100,82251,82258
103,82258,82265
101,82266,82273
12,82273,82280
94,82281,82288
57,82288,82295
58,82296,82303
50,82303,82311
60,82311,82318
72,82319,82326
48,82326,82333
97,82334,82341
5,82341,82348
12,82349,82356
93,82356,82363
47,82364,82371
106,82371,82378
100,82379,82386
83,82386,82393
6,82394,82401
70,82401,82408
8,82409,82416
81,82416,82423
98,82424,82431
36,82431,82438
105,82439,82446
111,82446,82453
48,82454,82461
13,82461,82469
81,82469,82476
110,82477,82484
6,82484,82491
45,82492,82499
89,82499,82506
82,82507,82514
43,82514,82521
47,82522,82529
6,82529,82536
114,82537,82544
77,82544,82551
71,82552,82559
55,82559,82566
38,82567,82574
70,82574,82581
25,82582,82589
41,82589,82596
95,82597,82604
86,82604,82611
32,82612,82619
114,82620,82627
30,82627,82634
5,82635,82642
23,82642,82649
63,82650,82657
102,82657,82664
28,82665,82672
117,82672,82679
62,82680,82687
28,82687,82694
73,82695,82702
107,82702,82709
91,82710,82717
76,82717,82724
5,82725,82732
114,82732,82739
93,82740,82747
57,82747,82754
88,82755,82762
81,82762,82769
22,82770,82777
7,82778,82785
90,82785,82792
83,82793,82800
79,82800,82807
17,82808,82815
82,82815,82822
109,82823,82830
89,82830,82837
76,82838,82845
11,82845,82852
96,82853,82860
93,82860,82867
95,82868,82875
117,82875,82882
56,82883,82890
103,82890,82897
4,82898,82905
7,82905,82912
9,82913,82920
61,82920,82928
18,82928,82935
19,82936,82943
16,82943,82950
66,82951,82958
102,82958,82965
25,82966,82973
108,82973,82980
93,82981,82988
36,82988,82995
71,82996,83003
2,83003,83010
45,83011,83018
79,83018,83025
75,83026,83033
38,83033,83040
39,83041,83048
85,83048,83055
22,83056,83063
13,83063,83070
115,83071,83078
66,83078,83086
54,83086,83093
117,83094,83101
33,83101,83108
56,83109,83116
67,83116,83123
92,83124,83131
99,83131,83138
34,83139,83146
112,83146,83153
51,83154,83161
116,83161,83168
60,83169,83176
62,83176,83183
87,83184,83191
115,83191,83198
99,83199,83206
114,83206,83213
72,83214,83221
97,83221,83228
9,83229,83236
72,83237,83244
82,83244,83251
109,83252,83259
79,83259,83266
17,83267,83274
14,83274,83281
2,83282,83289
97,83289,83296
98,83297,83304
102,83304,83311
69,83312,83319
107,83319,83326
77,83327,83334
44,83334,83341
114,83342,83349
94,83349,83356
108,83357,83364
12,83364,83371
56,83372,83379
87,83379,83386
8,83387,83394
115,83395,83402
50,83402,83409
94,83410,83417
111,83417,83424
87,83425,83432
103,83432,83439
10,83440,83447
79,83447,83454
47,83455,83462
42,83462,83469
108,83470,83477
67,83477,83484
87,83485,83492
19,83492,83499
62,83500,83507
116,83507,83514
29,83515,83522
69,83522,83529
41,83530,83537
33,83537,83545
112,83545,83552
79,83553,83560
2,83560,83567
72,83568,83575
43,83575,83582
88,83583,83590
106,83590,83597
15,83598,83605
38,83605,83612
85,83613,83620
52,83620,83627
51,83628,83635
49,83635,83642
3,83643,83650
66,83650,83657
94,83658,83665
39,83665,83672
96,83673,83680
83,83680,83687
101,83688,83695
27,83696,83703
60,83703,83710
64,83711,83718
95,83718,83725
4,83726,83733
87,83733,83740
95,83741,83748
88,83748,83755
13,83756,83763
35,83763,83770
62,83771,83778
106,83778,83785
9,83786,83793
13,83793,83800
20,83801,83808
108,83808,83815
35,83816,83823
32,83823,83830
96,83831,83839
41,83839,83846
42,83847,83854
26,83855,83862
80,83862,83869
92,83870,83877
43,83877,83884
31,83885,83892
97,83892,83899
0,83900,83907
21,83907,83914
44,83915,83922
81,83922,83929
84,83930,83937
114,83937,83944
21,83945,83952
46,83952,83959
34,83960,83967
17,83967,83974
15,83975,83982
47,83982,83989
78,83990,83997
33,83997,84005
51,84005,84012
9,84013,84020
115,84020,84027
116,84028,84035
106,84035,84042
22,84043,84050
69,84050,84057
64,84058,84065
15,84065,84072
42,84073,84080
19,84080,84087
74,84088,84095
22,84095,84102
68,84103,84110
2,84110,84117
70,84118,84125
49,84125,84132
77,84133,84140
99,84140,84147
21,84148,84155
113,84155,84163
39,84163,84170
23,84171,84178
56,84178,84185
42,84186,84193
111,84193,84200
17,84201,84208
50,84208,84215
9,84216,84223
71,84223,84230
79,84231,84238
48,84238,84245
33,84246,84253
76,84253,84260
52,84261,84268
56,84268,84275
11,84276,84283
23,84283,84290
50,84291,84298
84,84298,84305
51,84306,84313
51,84314,84321
81,84321,84328
47,84329,84336
111,84336,84343
42,84344,84351
96,84351,84358
33,84359,84366
103,84366,84373
90,84374,84381
89,84381,84388
2,84389,84396
44,84396,84403
60,84404,84411
85,84411,84418
88,84419,84426
3,84426,84433
54,84434,84441
12,84441,84448
116,84449,84456
63,84456,84463
59,84464,84471
47,84472,84479
20,84479,84486
31,84487,84494
35,84494,84501
60,84502,84509
106,84509,84516
16,84517,84524
10,84524,84531
32,84532,84539
32,84539,84546
34,84547,84554
94,84554,84561
114,84562,84569
6,84569,84576
94,84577,84584
50,84584,84591
82,84592,84599
61,84599,84606
81,84607,84614
47,84614,84622
51,84622,84629
96,84630,84637
29,84637,84644
52,84645,84652
34,84652,84659
1,84660,84667
49,84667,84674
16,84675,84682
25,84682,84689
93,84690,84697
2,84697,84704
86,84705,84712
93,84712,84719
113,84720,84727
11,84727,84734
107,84735,84742
50,84742,84749
54,84750,84757
43,84757,84764
51,84765,84772
19,84772,84780
13,84780,84787
19,84788,84795
21,84795,84802
49,84803,84810
97,84810,84817
24,84818,84825
70,84825,84832
32,84833,84840
58,84840,84847
83,84848,84855
60,84855,84862
65,84863,84870
20,84870,84877
34,84878,84885
111,84885,84892
102,84893,84900
112,84900,84907
30,84908,84915
108,84915,84922
28,84923,84930
74,84931,84938
28,84938,84945
61,84946,84953
55,84953,84960
104,84961,84968
62,84968,84975
112,84976,84983
2,84983,84990
111,84991,84998
115,84998,85005
8,85006,85013
1,85013,85020
51,85021,85028
45,85028,85035
37,85036,85043
0,85043,85050
53,85051,85058
12,85058,85065
112,85066,85073
109,85073,85080
14,85081,85088
91,85089,85096
37,85096,85103
70,85104,85111
105,85111,85118
65,85119,85126
40,85126,85133
106,85134,85141
108,85141,85148
92,85149,85156
78,85156,85163
95,85164,85171
25,85171,85178
35,85179,85186
47,85186,85193
91,85194,85201
45,85201,85208
22,85209,85216
87,85216,85223
57,85224,85231
27,85231,85239
13,85239,85246
15,85247,85254
24,85254,85261
115,85262,85269
63,85269,85276
25,85277,85284
115,85284,85291
112,85292,85299
17,85299,85306
58,85307,85314
51,85314,85321
44,85322,85329
90,85329,85336
115,85337,85344
82,85344,85351
29,85352,85359
90,85359,85366
94,85367,85374
72,85374,85381
102,85382,85389
109,85389,85397
36,85397,85404
39,85405,85412
26,85412,85419
52,85420,85427
46,85427,85434
109,85435,85442
7,85442,85449
57,85450,85457
44,85457,85464
67,85465,85472
0,85472,85479
21,85480,85487
114,85487,85494
-1,85495,85502
95,85502,85509
60,85510,85517
107,85517,85524
110,85525,85532
5,85532,85539
104,85540,85547
104,85548,85555
47,85555,85562
4,85563,85570
20,85570,85577
104,85578,85585
83,85585,85592
90,85593,85600
94,85600,85607
37,85608,85615
55,85615,85622
27,85623,85630
28,85630,85637
48,85638,85645
109,85645,85652
68,85653,85660
29,85660,85667
7,85668,85675
-1,85675,85682
6,85683,85690
40,85690,85697
81,85698,85705
41,85706,85713
87,85713,85720
22,85721,85728
35,85728,85735
27,85736,85743
68,85743,85750
1,85751,85758
53,85758,85765
74,85766,85773
-1,85773,85780
50,85781,85788
84,85788,85795
49,85796,85803
21,85803,85810
29,85811,85818
74,85818,85825
11,85826,85833
76,85833,85840
84,85841,85848
39,85848,85856
29,85856,85863
100,85864,85871
39,85871,85878
18,85879,85886
87,85886,85893
48,85894,85901
27,85901,85908
100,85909,85916
115,85916,85923
52,85924,85931
47,85931,85938
100,85939,85946
99,85946,85953
35,85954,85961
13,85961,85968
94,85969,85976
47,85976,85983
78,85984,85991
87,85991,85998
79,85999,86006
3,86006,86014
5,86014,86021
20,86022,86029
71,86029,86036
30,86037,86044
101,86044,86051
86,86052,86059
44,86059,86066
92,86067,86074
22,86074,86081
102,86082,86089
115,86089,86096
108,86097,86104
11,86104,86111
39,86112,86119
26,86119,86126
10,86127,86134
72,86134,86141
40,86142,86149
81,86149,86156
83,86157,86164
46,86165,86172
112,86172,86179
11,86180,86187
22,86187,86194
66,86195,86202
59,86202,86209
20,86210,86217
63,86217,86224
81,86225,86232
112,86232,86239
116,86240,86247
77,86247,86254
102,86255,86262
16,86262,86269
32,86270,86277
37,86277,86284
89,86285,86292
13,86292,86299
43,86300,86307
12,86307,86314
62,86315,86322
73,86323,86330
94,86330,86337
96,86338,86345
60,86345,86352
57,86353,86360
110,86360,86367
85,86368,86375
26,86375,86382
40,86383,86390
14,86390,86397
98,86398,86405
91,86405,86412
73,86413,86420
45,86420,86427
69,86428,86435
105,86435,86442
22,86443,86450
93,86450,86457
89,86458,86465
86,86465,86473
35,86473,86480
115,86481,86488
9,86488,86495
36,86496,86503
99,86503,86510
101,86511,86518
64,86518,86525
69,86526,86533
54,86533,86540
6,86541,86548
32,86548,86555
75,86556,86563
111,86563,86570
73,86571,86578
77,86578,86585
9,86586,86593
10,86593,86600
20,86601,86608
82,86608,86615
59,86616,86623
73,86623,86631
85,86631,86638
53,86639,86646
115,86646,86653
54,86654,86661
61,86661,86668
82,86669,86676
91,86676,86683
14,86684,86691
24,86691,86698
92,86699,86706
115,86706,86713
103,86714,86721
115,86721,86728
47,86729,86736
33,86736,86743
6,86744,86751
101,86751,86758
70,86759,86766
112,86766,86773
22,86774,86781
23,86782,86789
47,86789,86796
14,86797,86804
47,86804,86811
64,86812,86819
16,86819,86826
114,86827,86834
99,86834,86841
31,86842,86849
115,86849,86856
14,86857,86864
89,86864,86871
87,86872,86879
35,86879,86886
42,86887,86894
110,86894,86901
49,86902,86909
80,86909,86916
100,86917,86924
79,86924,86931
33,86932,86939
42,86940,86947
57,86947,86954
6,86955,86962
102,86962,86969
42,86970,86977
41,86977,86984
79,86985,86992
12,86992,86999
12,87000,87007
24,87007,87014
10,87015,87022
74,87022,87029
26,87030,87037
106,87037,87044
40,87045,87052
77,87052,87059
96,87060,87067
112,87067,87074
95,87075,87082
46,87082,87090
69,87090,87097
56,87098,87105
24,87105,87112
104,87113,87120
96,87120,87127
52,87128,87135
82,87135,87142
106,87143,87150
109,87150,87157
79,87158,87165
52,87165,87172
14,87173,87180
86,87180,87187
58,87188,87195
81,87195,87202
43,87203,87210
91,87210,87217
95,87218,87225
67,87225,87232
30,87233,87240
89,87240,87248
113,87248,87255
66,87256,87263
106,87263,87270
80,87271,87278
59,87278,87285
46,87286,87293
78,87293,87300
24,87301,87308
60,87308,87315
67,87316,87323
20,87323,87330
18,87331,87338
104,87338,87345
9,87346,87353
17,87353,87360
40,87361,87368
33,87368,87375
87,87376,87383
14,87383,87390
47,87391,87398
93,87399,87406
50,87406,87413
85,87414,87421
56,87421,87428
4,87429,87436
27,87436,87443
74,87444,87451
9,87451,87458
68,87459,87466
95,87466,87473
93,87474,87481
33,87481,87488
7,87489,87496
93,87496,87503
54,87504,87511
50,87511,87518
49,87519,87526
88,87526,87533
39,87534,87541
46,87541,87548
8,87549,87556
62,87557,87564
91,87564,87571
38,87572,87579
108,87579,87586
86,87587,87594
39,87594,87601
79,87602,87609
88,87609,87616
75,87617,87624
74,87624,87631
16,87632,87639
14,87639,87646
94,87647,87654
27,87654,87661
115,87662,87669
49,87669,87676
28,87677,87684
49,87684,87691
4,87692,87699
110,87699,87707
62,87707,87714
111,87715,87722
107,87722,87729
52,87730,87737
49,87737,87744
95,87745,87752
37,87752,87759
0,87760,87767
65,87767,87774
51,87775,87782
108,87782,87789
14,87790,87797
61,87797,87804
65,87805,87812
51,87812,87819
63,87820,87827
60,87827,87834
41,87835,87842
4,87842,87849
90,87850,87857
61,87857,87865
117,87865,87872
33,87873,87880
17,87880,87887
46,87888,87895
26,87895,87902
90,87903,87910
16,87910,87917
23,87918,87925
11,87925,87932
6,87933,87940
55,87940,87947
102,87948,87955
95,87955,87962
69,87963,87970
98,87970,87977
93,87978,87985
105,87985,87992
52,87993,88000
76,88000,88007
37,88008,88015
95,88016,88023
103,88023,88030
21,88031,88038
14,88038,88045
8,88046,88053
93,88053,88060
96,88061,88068
46,88068,88075
24,88076,88083
62,88083,88090
66,88091,88098
15,88098,88105
80,88106,88113
30,88113,88120
23,88121,88128
16,88128,88135
62,88136,88143
11,88143,88150
18,88151,88158
8,88158,88165
25,88166,88173
57,88174,88181
74,88181,88188
85,88189,88196
63,88196,88203
60,88204,88211
22,88211,88218
103,88219,88226
12,88226,88233
30,88234,88241
77,88241,88248
92,88249,88256
54,88256,88263
72,88264,88271
85,88271,88278
96,88279,88286
66,88286,88293
57,88294,88301
112,88301,88308
76,88309,88316
6,88316,88324
55,88324,88331
90,88332,88339
17,88339,88346
19,88347,88354
51,88354,88361
17,88362,88369
80,88369,88376
6,88377,88384
111,88384,88391
75,88392,88399
88,88399,88406
11,88407,88414
39,88414,88421
113,88422,88429
94,88429,88436
93,88437,88444
85,88444,88451
65,88452,88459
63,88459,88466
34,88467,88474
71,88474,88482
69,88482,88489
33,88490,88497
16,88497,88504
99,88505,88512
3,88512,88519
56,88520,88527
28,88527,88534
66,88535,88542
107,88542,88549
101,88550,88557
60,88557,88564
11,88565,88572
115,88572,88579
14,88580,88587
30,88587,88594
101,88595,88602
78,88602,88609
85,88610,88617
24,88617,88624
25,88625,88632
13,88633,88640
21,88640,88647
114,88648,88655
28,88655,88662
83,88663,88670
82,88670,88677
110,88678,88685
40,88685,88692
107,88693,88700
55,88700,88707
79,88708,88715
89,88715,88722
27,88723,88730
92,88730,88737
13,88738,88745
113,88745,88752
101,88753,88760
28,88760,88767
71,88768,88775
20,88775,88782
4,88783,88790
90,88791,88798
28,88798,88805
19,88806,88813
33,88813,88820
8,88821,88828
67,88828,88835
56,88836,88843
40,88843,88850
115,88851,88858
68,88858,88865
93,88866,88873
106,88873,88880
0,88881,88888
24,88888,88895
38,88896,88903
2,88903,88910
5,88911,88918
110,88918,88925
17,88926,88933
115,88933,88941
56,88941,88948
70,88949,88956
53,88956,88963
88,88964,88971
116,88971,88978
5,88979,88986
85,88986,88993
26,88994,89001
101,89001,89008
24,89009,89016
107,89016,89023
84,89024,89031
94,89031,89038
30,89039,89046
70,89046,89053
11,89054,89061
55,89061,89068
105,89069,89076
4,89076,89083
44,89084,89091
58,89091,89099
116,89099,89106
116,89107,89114
114,89114,89121
110,89122,89129
66,89129,89136
95,89137,89144
57,89144,89151
48,89152,89159
62,89159,89166
6,89167,89174
63,89174,89181
49,89182,89189
105,89189,89196
34,89197,89204
91,89204,89211
68,89212,89219
21,89219,89226
50,89227,89234
98,89234,89241
9,89242,89249
44,89250,89257
87,89257,89264
12,89265,89272
55,89272,89279
27,89280,89287
98,89287,89294
103,89295,89302
29,89302,89309
73,89310,89317
67,89317,89324
95,89325,89332
74,89332,89339
114,89340,89347
5,89347,89354
74,89355,89362
106,89362,89369
111,89370,89377
19,89377,89384
39,89385,89392
29,89392,89399
92,89400,89407
56,89408,89415
5,89415,89422
113,89423,89430
40,89430,89437
52,89438,89445
94,89445,89452
26,89453,89460
18,89460,89467
30,89468,89475
53,89475,89482
84,89483,89490
51,89490,89497
72,89498,89505
43,89505,89512
113,89513,89520
3,89520,89527
29,89528,89535
42,89535,89542
2,89543,89550
62,89550,89558
39,89558,89565
53,89566,89573
36,89573,89580
25,89581,89588
63,89588,89595
54,89596,89603
95,89603,89610
114,89611,89618
48,89618,89625
49,89626,89633
84,89633,89640
92,89641,89648
111,89648,89655
42,89656,89663
2,89663,89670
71,89671,89678
4,89678,89685
37,89686,89693
61,89693,89700
10,89701,89708
80,89708,89716
100,89716,89723
30,89724,89731
92,89731,89738
20,89739,89746
0,89746,89753
69,89754,89761
46,89761,89768
3,89769,89776
41,89776,89783
81,89784,89791
94,89791,89798
94,89799,89806
4,89806,89813
67,89814,89821
12,89821,89828
113,89829,89836
93,89836,89843
117,89844,89851
94,89851,89858
87,89859,89866
73,89867,89874
34,89874,89881
23,89882,89889
46,89889,89896
31,89897,89904
34,89904,89911
70,89912,89919
77,89919,89926
71,89927,89934
53,89934,89941
31,89942,89949
59,89949,89956
67,89957,89964
57,89964,89971
43,89972,89979
71,89979,89986
113,89987,89994
9,89994,90001
34,90002,90009
48,90009,90016
37,90017,90024
112,90025,90032
2,90032,90039
3,90040,90047
9,90047,90054
43,90055,90062
47,90062,90069
91,90070,90077
13,90077,90084
109,90085,90092
22,90092,90099
3,90100,90107
24,90107,90114
75,90115,90122
41,90122,90129
97,90130,90137
12,90137,90144
51,90145,90152
52,90152,90159
69,90160,90167
73,90167,90175
32,90175,90182
71,90183,90190
93,90190,90197
57,90198,90205
90,90205,90212
75,90213,90220
80,90220,90227
35,90228,90235
88,90235,90242
89,90243,90250
18,90250,90257
23,90258,90265
113,90265,90272
-1,90273,90280
63,90280,90287
47,90288,90295
3,90295,90302
15,90303,90310
43,90310,90317
86,90318,90325
106,90325,90333
64,90333,90340
100,90341,90348
10,90348,90355
28,90356,90363
92,90363,90370
50,90371,90378
108,90378,90385
64,90386,90393
82,90393,90400
41,90401,90408
24,90408,90415
63,90416,90423
105,90423,90430
12,90431,90438
14,90438,90445
91,90446,90453
49,90453,90460
33,90461,90468
106,90468,90475
105,90476,90483
71,90484,90491
110,90491,90498
6,90499,90506
61,90506,90513
91,90514,90521
23,90521,90528
100,90529,90536
58,90536,90543
1,90544,90551
59,90551,90558
27,90559,90566
111,90566,90573
37,90574,90581
58,90581,90588
34,90589,90596
64,90596,90603
56,90604,90611
71,90611,90618
58,90619,90626
57,90626,90633
34,90634,90641
41,90642,90649
51,90649,90656
10,90657,90664
103,90664,90671
40,90672,90679
105,90679,90686
41,90687,90694
78,90694,90701
53,90702,90709
65,90709,90716
61,90717,90724
3,90724,90731
91,90732,90739
