frame,start,end
87,29227,29234
11,29234,29241
53,29242,29249
73,29249,29256
52,29257,29264
104,29264,29271
75,29272,29279
43,29279,29286
0,29287,29294
22,29294,29301
17,29302,29309
4,29309,29316
11,29317,29324
68,29324,29331
88,29332,29339
78,29339,29346
72,29347,29354
115,29354,29361
20,29362,29369
112,29370,29377
19,29377,29384
70,29385,29392
56,29392,29399
85,29400,29407
98,29407,29414
11,29415,29422
7,29422,29429
35,29430,29437
29,29437,29444
23,29445,29452
76,29452,29459
56,29460,29467
24,29467,29474
39,29475,29482
60,29482,29489
34,29490,29497
68,29497,29504
41,29505,29512
8,29512,29520
88,29520,29527
77,29528,29535
35,29535,29542
79,29543,29550
102,29550,29557
39,29558,29565
16,29565,29572
99,29573,29580
78,29580,29587
3,29588,29595
66,29595,29602
99,29603,29610
34,29610,29617
68,29618,29625
9,29625,29632
29,29633,29640
30,29640,29647
104,29648,29655
45,29655,29662
3,29663,29670
76,29671,29678
15,29678,29685
58,29686,29693
64,29693,29700
34,29701,29708
44,29708,29715
65,29716,29723
49,29723,29730
64,29731,29738
70,29738,29745
23,29746,29753
31,29753,29760
94,29761,29768
73,29768,29775
69,29776,29783
103,29783,29790
55,29791,29798
74,29798,29805
25,29806,29813
25,29813,29820
49,29821,29828
47,29829,29836
21,29836,29843
90,29844,29851
-1,29851,29858
35,29859,29866
97,29866,29873
93,29874,29881
23,29881,29888
97,29889,29896
96,29896,29903
61,29904,29911
74,29911,29918
57,29919,29926
110,29926,29933
57,29934,29941
-1,29941,29948
75,29949,29956
58,29956,29963
47,29964,29971
2,29971,29979
88,29979,29986
42,29987,29994
69,29994,30001
74,30002,30009
53,30009,30016
6,30017,30024
50,30024,30031
20,30032,30039
76,30039,30046
105,30047,30054
67,30054,30061
-1,30062,30069
19,30069,30076
22,30077,30084
36,30084,30091
39,30092,30099
28,30099,30106
92,30107,30114
54,30114,30121
75,30122,30129
15,30130,30137
72,30137,30144
7,30145,30152
0,30152,30159
41,30160,30167
97,30167,30174
15,30175,30182
62,30182,30189
66,30190,30197
53,30197,30204
104,30205,30212
88,30212,30219
105,30220,30227
69,30227,30234
26,30235,30242
104,30242,30249
75,30250,30257
93,30257,30264
18,30265,30272
115,30272,30280
9,30280,30287
-1,30288,30295
59,30295,30302
38,30303,30310
88,30310,30317
90,30318,30325
5,30325,30332
102,30333,30340
50,30340,30347
-1,30348,30355
33,30355,30362
96,30363,30370
46,30370,30377
103,30378,30385
70,30385,30392
87,30393,30400
20,30400,30407
70,30408,30415
43,30415,30422
117,30423,30430
22,30431,30438
61,30438,30445
51,30446,30453
28,30453,30460
3,30461,30468
16,30468,30475
20,30476,30483
26,30483,30490
0,30491,30498
50,30498,30505
68,30506,30513
24,30513,30520
65,30521,30528
31,30528,30535
15,30536,30543
82,30543,30550
38,39581,39588
83,39588,39595
29,39596,39603
27,39603,39610
43,39611,39618
76,39618,39625
89,39626,39633
27,39633,39640
21,39641,39648
28,39648,39655
24,39656,39663
114,39663,39670
108,39671,39678
33,39678,39685
62,39686,39693
21,39693,39700
110,39701,39708
4,39709,39716
112,39716,39723
89,39724,39731
102,39731,39738
55,39739,39746
110,39746,39753
35,39754,39761
104,39761,39768
94,39769,39776
92,39776,39783
106,39784,39791
13,39791,39798
71,39799,39806
7,39806,39813
43,39814,39821
10,39821,39828
2,39829,39836
87,39836,39843
24,39844,39851
58,39851,39858
53,39859,39866
53,39867,39874
4,39874,39881
39,39882,39889
87,39889,39896
116,39897,39904
106,39904,39911
46,39912,39919
14,39919,39926
101,39927,39934
94,39934,39941
101,39942,39949
58,39949,39956
12,39957,39964
39,39964,39971
103,39972,39979
89,39979,39986
74,39987,39994
41,39994,40001
50,40002,40009
26,40009,40017
100,40017,40024
117,40025,40032
65,40032,40039
65,40040,40047
102,40047,40054
105,40055,40062
113,40062,40069
35,40070,40077
65,40077,40084
77,40085,40092
117,40092,40099
110,40100,40107
0,40107,40114
23,40115,40122
32,40122,40129
116,40130,40137
108,40137,40144
60,40145,40152
18,40152,40159
43,40160,40167
111,40168,40175
51,40175,40182
26,40183,40190
99,40190,40197
9,40198,40205
9,40205,40212
52,40213,40220
55,40220,40227
52,40228,40235
111,40235,40242
28,40243,40250
51,40250,40257
34,40258,40265
15,40265,40272
117,40273,40280
12,40280,40287
36,40288,40295
1,40295,40302
100,40303,40310
77,40310,40318
102,40318,40325
78,40326,40333
58,40333,40340
43,40341,40348
83,40348,40355
107,40356,40363
86,40363,40370
30,40371,40378
1,40378,40385
45,40386,40393
62,40393,40400
107,40401,40408
47,40408,40415
15,40416,40423
9,40423,40430
39,40431,40438
54,40438,40445
104,40446,40453
69,40453,40460
94,40461,40468
95,40468,40476
65,40476,40483
9,40484,40491
98,40491,40498
0,40499,40506
11,40506,40513
12,40514,40521
42,40521,40528
77,40529,40536
69,40536,40543
68,40544,40551
39,40551,40558
24,40559,40566
105,40566,40573
62,40574,40581
39,40581,40588
7,40589,40596
54,40596,40603
78,40604,40611
39,40611,40618
41,40619,40626
103,40627,40634
70,40634,40641
67,40642,40649
37,40649,40656
23,40657,40664
23,40664,40671
61,40672,40679
88,40679,40686
31,40687,40694
17,40694,40701
115,40702,40709
67,40709,40716
98,40717,40724
93,40724,40731
35,40732,40739
12,40739,40746
19,40747,40754
45,40754,40761
54,40762,40769
7,40769,40777
14,40777,40784
73,40785,40792
41,40792,40799
61,40800,40807
11,40807,40814
71,40815,40822
19,40822,40829
105,40830,40837
82,40837,40844
94,40845,40852
34,40852,40859
50,40860,40867
97,40867,40874
33,40875,40882
9,40882,40889
21,40890,40897
11,40897,40904
112,40905,40912
100,40912,40919
73,40920,40927
96,40928,40935
31,40935,40942
47,40943,40950
102,40950,40957
42,40958,40965
87,40965,40972
107,40973,40980
81,40980,40987
73,40988,40995
32,40995,41002
94,41003,41010
25,41010,41017
29,41018,41025
99,41025,41032
97,41033,41040
73,41040,41047
84,41048,41055
55,41055,41062
4,41063,41070
20,41070,41077
83,41078,41085
95,41086,41093
43,41093,41100
57,41101,41108
99,41108,41115
71,41116,41123
7,41123,41130
87,41131,41138
3,41138,41145
93,41146,41153
29,41153,41160
72,41161,41168
26,41168,41175
46,41176,41183
42,41183,41190
21,41191,41198
11,41198,41205
7,41206,41213
114,41213,41220
98,41221,41228
18,41228,41236
11,41236,41243
59,41244,41251
1,41251,41258
26,41259,41266
19,41266,41273
35,41274,41281
2,41281,41288
115,41289,41296
60,41296,41303
24,41304,41311
52,41311,41318
93,41319,41326
75,41326,41333
116,41334,41341
69,41341,41348
95,41349,41356
85,41356,41363
83,41364,41371
79,41371,41378
0,41379,41386
13,41387,41394
107,41394,41401
93,41402,41409
73,41409,41416
81,41417,41424
0,41424,41431
-1,41432,41439
85,41439,41446
12,41447,41454
110,41454,41461
49,41462,41469
36,41469,41476
38,41477,41484
101,41484,41491
90,41492,41499
68,41499,41506
55,41507,41514
26,41514,41521
23,41522,41529
39,41529,41537
117,41537,41544
111,41545,41552
34,41552,41559
100,41560,41567
40,41567,41574
73,41575,41582
7,41582,41589
3,41590,41597
48,41597,41604
2,41605,41612
83,41612,41619
114,41620,41627
76,41627,41634
49,41635,41642
20,41642,41649
41,41650,41657
37,41657,41664
78,41665,41672
73,41672,41679
20,41680,41687
78,41687,41695
63,41695,41702
81,41703,41710
104,41710,41717
117,41718,41725
82,41725,41732
20,41733,41740
18,41740,41747
2,41748,41755
10,41755,41762
16,41763,41770
52,41770,41777
71,41778,41785
53,41785,41792
37,41793,41800
64,41800,41807
3,41808,41815
64,41815,41822
87,41823,41830
0,41830,41837
69,41838,41845
102,41846,41853
106,41853,41860
5,41861,41868
56,41868,41875
55,41876,41883
15,41883,41890
5,41891,41898
98,41898,41905
77,41906,41913
96,41913,41920
35,41921,41928
108,41928,41935
13,41936,41943
46,41943,41950
113,41951,41958
11,41958,41965
76,41966,41973
96,41973,41980
91,41981,41988
13,41988,41996
83,41996,42003
71,42004,42011
113,42011,42018
28,42019,42026
0,42026,42033
75,42034,42041
80,42041,42048
98,42049,42056
48,42056,42063
57,42064,42071
18,42071,42078
64,42079,42086
85,42086,42093
53,42094,42101
84,42101,42108
8,42109,42116
46,42116,42123
9,42124,42131
60,42131,42138
52,42139,42146
29,42147,42154
67,42154,42161
1,42162,42169
31,42169,42176
49,42177,42184
38,42184,42191
6,42192,42199
38,42199,42206
45,42207,42214
24,42214,42221
23,42222,42229
51,42229,42236
47,42237,42244
89,42244,42251
32,42252,42259
103,42259,42266
84,42267,42274
48,42274,42281
100,42282,42289
100,42289,42296
47,42297,42304
105,42305,42312
74,42312,42319
46,42320,42327
28,42327,42334
30,42335,42342
86,42342,42349
3,42350,42357
117,42357,42364
13,42365,42372
-1,42372,42379
17,42380,42387
19,42387,42394
50,42395,42402
58,42402,42409
111,42410,42417
37,42417,42424
34,42425,42432
76,42432,42439
98,42440,42447
69,42447,42455
63,42455,42462
85,42463,42470
99,42470,42477
38,42478,42485
60,42485,42492
108,42493,42500
98,42500,42507
73,42508,42515
107,42515,42522
66,42523,42530
80,42530,42537
20,42538,42545
110,42545,42552
113,42553,42560
101,42560,42567
84,42568,42575
8,42575,42582
105,42583,42590
115,42590,42597
86,42598,42605
1,42606,42613
41,42613,42620
32,42621,42628
2,42628,42635
88,42636,42643
71,42643,42650
114,42651,42658
93,42658,42665
20,42666,42673
112,42673,42680
14,42681,42688
48,42688,42695
9,42696,42703
58,42703,42710
-1,42711,42718
99,42718,42725
95,42726,42733
73,42733,42740
58,42741,42748
44,42748,42756
0,42756,42763
58,42764,42771
72,42771,42778
51,42779,42786
16,42786,42793
82,42794,42801
38,42801,42808
90,42809,42816
93,42816,42823
77,42824,42831
71,42831,42838
92,42839,42846
109,42846,42853
65,42854,42861
84,42861,42868
107,42869,42876
26,42876,42883
49,42884,42891
59,42891,42898
90,42899,42906
57,42906,42914
26,42914,42921
40,42922,42929
15,42929,42936
23,42937,42944
57,42944,42951
104,42952,42959
60,42959,42966
29,42967,42974
78,42974,42981
36,42982,42989
102,42989,42996
76,42997,43004
92,43004,43011
22,43012,43019
89,43019,43026
3,43027,43034
30,43034,43041
102,43042,43049
47,43049,43056
108,43057,43064
79,43065,43072
5,43072,43079
36,43080,43087
106,43087,43094
85,43095,43102
25,43102,43109
32,43110,43117
90,43117,43124
31,43125,43132
4,43132,43139
56,43140,43147
82,43147,43154
52,43155,43162
56,43162,43169
26,43170,43177
7,43177,43184
51,43185,43192
2,43192,43199
111,43200,43207
87,43207,43215
15,43215,43222
88,43223,43230
110,43230,43237
29,43238,43245
40,43245,43252
43,43253,43260
70,43260,43267
74,43268,43275
80,43275,43282
105,43283,43290
62,43290,43297
102,43298,43305
28,43305,43312
47,43313,43320
27,43320,43327
65,43328,43335
97,43335,43342
26,43343,43350
112,43350,43357
43,43358,43365
104,43366,43373
111,43373,43380
62,43381,43388
31,43388,43395
2,43396,43403
102,43403,43410
53,43411,43418
40,43418,43425
58,43426,43433
71,43433,43440
36,43441,43448
57,43448,43455
81,43456,43463
103,43463,43470
59,43471,43478
2,43478,43485
82,43486,43493
99,43493,43500
69,43501,43508
38,43508,43515
11,43516,43523
97,43524,43531
105,43531,43538
72,43539,43546
69,43546,43553
98,43554,43561
36,43561,43568
12,43569,43576
110,43576,43583
72,43584,43591
112,43591,43598
57,43599,43606
42,43606,43613
85,43614,43621
47,43621,43628
83,43629,43636
86,43636,43643
34,43644,43651
16,43651,43658
76,43659,43666
115,43666,43674
98,43674,43681
56,43682,43689
51,43689,43696
4,43697,43704
10,43704,43711
80,43712,43719
63,43719,43726
115,43727,43734
105,43734,43741
14,43742,43749
85,43749,43756
90,43757,43764
36,43764,43771
67,43772,43779
100,43779,43786
32,43787,43794
109,43794,43801
46,43802,43809
54,43809,43816
34,43817,43824
20,43825,43832
93,43832,43839
96,43840,43847
4,43847,43854
37,43855,43862
31,43862,43869
33,43870,43877
51,43877,43884
66,43885,43892
2,43892,43899
6,43900,43907
108,43907,43914
81,43915,43922
25,43922,43929
32,43930,43937
73,43937,43944
99,43945,43952
55,43952,43959
100,43960,43967
50,43967,43974
79,43975,43982
78,43983,43990
21,43990,43997
4,43998,44005
64,44005,44012
7,44013,44020
59,44020,44027
75,44028,44035
-1,44035,44042
62,44043,44050
40,44050,44057
63,44058,44065
111,44065,44072
41,44073,44080
26,44080,44087
116,44088,44095
105,44095,44102
103,44103,44110
102,44110,44117
97,44118,44125
0,44125,44133
103,44133,44140
104,44141,44148
85,44148,44155
96,44156,44163
54,44163,44170
0,44171,44178
100,44178,44185
15,44186,44193
66,44193,44200
5,44201,44208
61,44208,44215
12,44216,44223
72,44223,44230
1,44231,44238
7,44238,44245
10,44246,44253
27,44253,44260
15,44261,44268
71,44268,44275
14,44276,44283
66,44284,44291
4,44291,44298
83,44299,44306
42,44306,44313
111,44314,44321
36,44321,44328
107,44329,44336
32,44336,44343
94,44344,44351
115,44351,44358
66,44359,44366
22,44366,44373
68,44374,44381
24,44381,44388
112,44389,44396
1,44396,44403
80,44404,44411
1,44411,44418
22,44419,44426
111,44426,44434
41,44434,44441
63,44442,44449
68,44449,44456
64,44457,44464
54,44464,44471
117,44472,44479
41,44479,44486
73,44487,44494
55,44494,44501
48,44502,44509
69,44509,44516
70,44517,44524
56,44524,44531
35,44532,44539
59,44539,44546
-1,44547,44554
13,44554,44561
82,44562,44569
78,44569,44576
84,44577,44584
106,44584,44592
21,44592,44599
33,44600,44607
19,44607,44614
33,44615,44622
50,44622,44629
99,44630,44637
106,44637,44644
113,44645,44652
3,44652,44659
34,44660,44667
35,44667,44674
40,44675,44682
10,44682,44689
101,44690,44697
25,44697,44704
37,44705,44712
2,44712,44719
97,44720,44727
42,44727,44734
79,44735,44742
49,44743,44750
9,44750,44757
57,44758,44765
77,44765,44772
11,44773,44780
113,44780,44787
103,44788,44795
70,44795,44802
73,44803,44810
19,44810,44817
72,44818,44825
91,44825,44832
71,44833,44840
38,44840,44847
77,44848,44855
108,44855,44862
33,44863,44870
44,44870,44877
19,44878,44885
25,44885,44893
41,44893,44900
67,44901,44908
14,44908,44915
85,44916,44923
32,44923,44930
112,44931,44938
26,44938,44945
1,44946,44953
70,44953,44960
74,44961,44968
26,44968,44975
61,44976,44983
40,44983,44990
34,44991,44998
39,44998,45005
74,45006,45013
35,45013,45020
14,45021,45028
99,45028,45035
111,45036,45043
111,45043,45051
49,45051,45058
81,45059,45066
105,45066,45073
8,45074,45081
108,45081,45088
108,45089,45096
9,45096,45103
81,45104,45111
99,45111,45118
21,45119,45126
75,45126,45133
106,45134,45141
4,45141,45148
37,45149,45156
76,45156,45163
76,45164,45171
9,45171,45178
84,45179,45186
27,45186,45193
58,45194,45201
114,45202,45209
11,45209,45216
33,45217,45224
3,45224,45231
93,45232,45239
105,45239,45246
58,45247,45254
94,45254,45261
38,45262,45269
61,45269,45276
82,45277,45284
21,45284,45291
57,45292,45299
70,45299,45306
13,45307,45314
12,45314,45321
88,45322,45329
82,45329,45336
29,45337,45344
35,45344,45352
107,45352,45359
71,45360,45367
10,45367,45374
78,45375,45382
100,45382,45389
115,45390,45397
35,45397,45404
67,45405,45412
100,45412,45419
37,45420,45427
42,45427,45434
21,45435,45442
117,45442,45449
108,45450,45457
28,45457,45464
32,45465,45472
15,45472,45479
64,45480,45487
104,45487,45494
-1,45495,45502
89,45503,45510
75,45510,45517
83,45518,45525
29,45525,45532
0,45533,45540
12,45540,45547
49,45548,45555
96,45555,45562
44,45563,45570
87,45570,45577
66,45578,45585
15,45585,45592
111,45593,45600
7,45600,45607
56,45608,45615
95,45615,45622
76,45623,45630
46,45630,45637
61,45638,45645
54,45645,45652
13,45653,45660
25,45661,45668
36,45668,45675
40,45676,45683
31,45683,45690
108,45691,45698
5,45698,45705
50,45706,45713
80,45713,45720
67,45721,45728
11,45728,45735
92,45736,45743
98,45743,45750
19,45751,45758
55,45758,45765
60,45766,45773
6,45773,45780
13,45781,45788
-1,45788,45795
96,45796,45803
73,45803,45811
65,45811,45818
114,45819,45826
73,45826,45833
110,45834,45841
41,45841,45848
87,45849,45856
117,45856,45863
90,45864,45871
46,45871,45878
6,45879,45886
100,45886,45893
6,45894,45901
1,45901,45908
103,45909,45916
25,45916,45923
32,45924,45931
3,45931,45938
100,45939,45946
77,45946,45953
110,45954,45961
8,45962,45969
19,45969,45976
62,45977,45984
7,45984,45991
4,45992,45999
78,45999,46006
110,46007,46014
102,46014,46021
87,46022,46029
91,46029,46036
80,46037,46044
99,46044,46051
82,46052,46059
50,46059,46066
22,46067,46074
58,46074,46081
77,46082,46089
38,46089,46096
45,46097,46104
50,46104,46111
63,46112,46119
35,46120,46127
81,46127,46134
50,46135,46142
18,46142,46149
86,46150,46157
69,46157,46164
114,46165,46172
69,46172,46179
18,46180,46187
84,46187,46194
94,46195,46202
48,46202,46209
15,46210,46217
70,46217,46224
56,46225,46232
17,46232,46239
104,46240,46247
93,46247,46254
17,46255,46262
54,46262,46270
39,46270,46277
111,46278,46285
50,46285,46292
24,46293,46300
12,46300,46307
97,46308,46315
84,46315,46322
73,46323,46330
60,46330,46337
31,46338,46345
77,46345,46352
108,46353,46360
54,46360,46367
113,46368,46375
109,46375,46382
72,46383,46390
15,46390,46397
65,46398,46405
75,46405,46412
10,46413,46420
60,46421,46428
38,46428,46435
92,46436,46443
22,46443,46450
25,46451,46458
9,46458,46465
114,46466,46473
111,46473,46480
64,46481,46488
108,46488,46495
7,46496,46503
0,46503,46510
38,46511,46518
18,46518,46525
75,46526,46533
66,46533,46540
10,46541,46548
67,46548,46555
103,46556,46563
63,46563,46571
41,46571,46578
16,46579,46586
27,46586,46593
25,46594,46601
31,46601,46608
27,46609,46616
116,46616,46623
81,46624,46631
41,46631,46638
85,46639,46646
63,46646,46653
75,46654,46661
92,46661,46668
55,46669,46676
104,46676,46683
6,46684,46691
108,46691,46698
104,46699,46706
44,46706,46713
57,46714,46721
37,46721,46729
41,46729,46736
48,46737,46744
110,46744,46751
10,46752,46759
57,46759,46766
65,46767,46774
81,46774,46781
31,46782,46789
89,46789,46796
60,46797,46804
14,46804,46811
86,46812,46819
79,46819,46826
78,46827,46834
113,46834,46841
25,46842,46849
117,46849,46856
27,46857,46864
89,46864,46871
66,46872,46879
63,46880,46887
56,46887,46894
37,46895,46902
84,46902,46909
55,46910,46917
67,46917,46924
32,46925,46932
3,46932,46939
26,46940,46947
72,46947,46954
40,46955,46962
18,46962,46969
28,46970,46977
75,46977,46984
22,46985,46992
109,46992,46999
42,47000,47007
97,47007,47014
1,47015,47022
26,47022,47030
9,47030,47037
72,47038,47045
84,47045,47052
24,47053,47060
102,47060,47067
25,47068,47075
108,47075,47082
52,47083,47090
33,47090,47097
21,47098,47105
11,47105,47112
92,47113,47120
101,47120,47127
4,47128,47135
2,47135,47142
105,47143,47150
19,47150,47157
116,47158,47165
92,47165,47172
79,47173,47180
68,47180,47188
54,47188,47195
54,47196,47203
5,47203,47210
10,47211,47218
96,47218,47225
30,47226,47233
30,47233,47240
104,47241,47248
30,47248,47255
23,47256,47263
43,47263,47270
65,47271,47278
104,47278,47285
58,47286,47293
93,47293,47300
76,47301,47308
36,47308,47315
63,47316,47323
114,47323,47332
6,47332,47340
0,47340,47347
44,47348,47355
67,47355,47362
107,47363,47370
3,47370,47377
60,47378,47385
75,47385,47392
51,47393,47400
114,47400,47407
10,47408,47415
68,47415,47422
87,47423,47430
51,47430,47437
81,47438,47445
90,47445,47452
40,47453,47460
68,47460,47467
33,47468,47475
45,47475,47482
28,47483,47490
80,47491,47498
78,47498,47505
115,47506,47513
70,47513,47520
16,47521,47528
75,47528,47535
66,47536,47543
19,47543,47550
100,47551,47558
56,47558,47565
83,47566,47573
93,47573,47580
48,47581,47588
75,47588,47595
37,47596,47603
18,47603,47610
66,47611,47618
0,47618,47625
23,47626,47633
106,47633,47641
7,47641,47648
59,47649,47656
72,47656,47663
50,47664,47671
33,47671,47678
109,47679,47686
68,47686,47693
79,47694,47701
3,47701,47708
79,47709,47716
102,47716,47723
56,47724,47731
56,47731,47738
67,47739,47746
1,47746,47753
96,47754,47761
107,47761,47768
13,47769,47776
13,47776,47783
62,47784,47791
81,47792,47799
4,47799,47806
3,47807,47814
84,47814,47821
113,47822,47829
51,47829,47836
84,47837,47844
25,47844,47851
26,47852,47859
47,47859,47866
47,47867,47874
1,47874,47881
83,47882,47889
64,47889,47896
42,47897,47904
62,47904,47911
13,47912,47919
70,47919,47926
117,47927,47934
85,47934,47941
18,47942,47949
111,47950,47957
94,47957,47964
71,47965,47972
50,47972,47979
13,47980,47987
24,47987,47994
3,47995,48002
71,48002,48009
28,48010,48017
68,48017,48024
6,48025,48032
17,48032,48039
91,48040,48047
55,48047,48054
110,48055,48062
20,48062,48069
108,48070,48077
18,48077,48084
103,48085,48092
-1,48092,48100
80,48100,48107
22,48108,48115
101,48115,48122
82,48123,48130
86,48130,48137
32,48138,48145
86,48145,48152
95,48153,48160
76,48160,48167
108,48168,48175
88,48175,48182
69,48183,48190
40,48190,48197
16,48198,48205
103,48205,48212
2,48213,48220
41,48220,48227
66,48228,48235
45,48235,48242
113,48243,48250
99,48251,48258
99,48258,48265
91,48266,48273
-1,48273,48280
52,48281,48288
13,48288,48295
68,48296,48303
70,48303,48310
49,48311,48318
58,48318,48325
112,48326,48333
77,48333,48340
85,48341,48348
74,48348,48355
92,48356,48363
98,48363,48370
86,48371,48378
22,48378,48385
6,48386,48393
116,48393,48400
24,48401,48408
43,48409,48416
47,48416,48423
82,48424,48431
20,48431,48438
5,48439,48446
6,48446,48453
89,48454,48461
5,48461,48468
2,48469,48476
68,48476,48483
116,48484,48491
95,48491,48498
97,48499,48506
104,48506,48513
23,48514,48521
73,48521,48528
104,48529,48536
29,48536,48543
40,48544,48551
95,48551,48559
37,48559,48566
45,48567,48574
116,48574,48581
91,48582,48589
96,48589,48596
94,48597,48604
28,48604,48611
18,48612,48619
2,48619,48626
104,48627,48634
114,48634,48641
71,48642,48649
108,48649,48656
65,48657,48664
23,48664,48671
105,48672,48679
107,48679,48686
10,48687,48694
84,48694,48701
103,48702,48709
34,48710,48717
72,48717,48724
15,48725,48732
86,48732,48739
104,48740,48747
-1,48747,48754
34,48755,48762
88,48762,48769
54,48770,48777
8,48777,48784
26,48785,48792
44,48792,48799
116,48800,48807
6,48807,48814
21,48815,48822
53,48822,48829
19,48830,48837
57,48837,48844
68,48845,48852
33,48852,48859
66,48860,48867
39,48868,48875
65,48875,48882
107,48883,48890
102,48890,48897
42,48898,48905
5,48905,48912
22,48913,48920
106,48920,48927
20,48928,48935
29,48935,48942
55,48943,48950
54,48950,48957
18,48958,48965
84,48965,48972
71,48973,48980
26,48980,48987
21,48988,48995
47,48995,49002
6,49003,49010
6,49010,49018
63,49018,49025
28,49026,49033
92,49033,49040
59,49041,49048
33,49048,49055
112,49056,49063
116,49063,49070
70,49071,49078
16,49078,49085
28,49086,49093
105,49093,49100
98,49101,49108
113,49108,49115
30,49116,49123
47,49123,49130
105,49131,49138
53,49138,49145
117,49146,49153
56,49153,49160
115,49161,49168
76,49169,49176
110,49176,49183
95,49184,49191
75,49191,49198
57,49199,49206
30,49206,49213
16,49214,49221
29,49221,49228
22,49229,49236
105,49236,49243
56,49244,49251
27,49251,49258
68,49259,49266
87,49266,49273
100,49274,49281
59,49281,49288
17,49289,49296
96,49296,49303
117,49304,49311
21,49311,49319
113,49319,49326
56,49327,49334
62,49334,49341
27,49342,49349
53,49349,49356
27,49357,49364
7,49364,49371
50,49372,49379
64,49379,49386
79,49387,49394
114,49394,49401
83,49402,49409
80,49409,49416
101,49417,49424
112,49424,49431
110,49432,49439
109,49439,49446
78,49447,49454
77,49454,49461
18,49462,49469
8,49469,49477
112,49477,49484
61,49485,49492
38,49492,49499
88,49500,49507
91,49507,49514
102,49515,49522
107,49522,49529
94,49530,49537
39,49537,49544
36,49545,49552
7,49552,49559
0,49560,49567
16,49567,49574
89,49575,49582
28,49582,49589
96,49590,49597
102,49597,49604
28,49605,49612
87,49612,49619
21,49620,49627
82,49628,49635
93,49635,49642
33,49643,49650
27,49650,49657
63,49658,49665
66,49665,49672
26,49673,49680
61,49680,49687
46,49688,49695
12,49695,49702
30,49703,49710
2,49710,49717
45,49718,49725
14,49725,49732
64,49733,49740
7,49740,49747
14,49748,49755
23,49755,49762
72,49763,49770
4,49770,49778
70,49778,49785
30,49786,49793
100,49793,49800
75,49801,49808
18,49808,49815
32,49816,49823
3,49823,49830
67,49831,49838
54,49838,49845
63,49846,49853
88,49853,49860
31,49861,49868
13,49868,49875
-1,49876,49883
8,49883,49890
85,49891,49898
89,49898,49905
20,49906,49913
73,49913,49920
25,49921,49928
55,49928,49936
78,49936,49943
29,49944,49951
10,49951,49958
82,49959,49966
40,49966,49973
52,49974,49981
19,49981,49988
29,49989,49996
13,49996,50003
22,50004,50011
44,50011,50018
4,50019,50026
71,50026,50033
37,50034,50041
62,50041,50048
6,50049,50056
88,50056,50063
22,50064,50071
40,50071,50078
11,50079,50086
2,50087,50094
12,50094,50101
25,50102,50109
42,50109,50116
76,50117,50124
40,50124,50131
109,50132,50139
7,50139,50146
107,50147,50154
66,50154,50161
84,50162,50169
112,50169,50176
49,50177,50184
113,50184,50191
60,50192,50199
68,50199,50206
115,50207,50214
23,50214,50221
26,50222,50229
82,50229,50237
31,50237,50244
1,50245,50252
82,50252,50259
32,50260,50267
111,50267,50274
1,50275,50282
102,50282,50289
61,50290,50297
112,50297,50304
23,50305,50312
0,50312,50319
22,50320,50327
54,50327,50334
45,50335,50342
37,50342,50349
58,50350,50357
11,50357,50364
5,50365,50372
114,50372,50379
53,50380,50387
60,50387,50395
5,50395,50402
14,50403,50410
80,50410,50417
80,50418,50425
95,50425,50432
56,50433,50440
17,50440,50447
-1,50448,50455
1,50455,50462
91,50463,50470
91,50470,50477
26,50478,50485
54,50485,50492
6,50493,50500
69,50500,50507
34,50508,50515
103,50515,50522
16,50523,50530
86,50530,50537
13,50538,50545
101,50546,50553
33,50553,50560
30,50561,50568
21,50568,50575
9,50576,50583
-1,50583,50590
101,50591,50598
2,50598,50605
7,50606,50613
18,50613,50620
45,50621,50628
105,50628,50635
21,50636,50643
4,50643,50650
97,50651,50658
6,50658,50665
23,50666,50673
54,50673,50680
24,50681,50688
117,50688,50696
17,50696,50703
106,50704,50711
31,50711,50718
74,50719,50726
109,50726,50733
10,50734,50741
5,50741,50748
49,50749,50756
26,50756,50763
101,50764,50771
65,50771,50778
48,50779,50786
18,50786,50793
53,50794,50801
66,50801,50808
84,50809,50816
68,50816,50823
102,50824,50831
104,50831,50838
103,50839,50846
17,50847,50854
103,50854,50861
115,50862,50869
78,50869,50876
91,50877,50884
17,50884,50891
107,50892,50899
36,50899,50906
11,50907,50914
80,50914,50921
90,50922,50929
-1,50929,50936
69,50937,50944
14,50944,50951
19,50952,50959
38,50959,50966
113,50967,50974
40,50974,50981
2,50982,50989
65,50989,50996
115,50997,51004
80,51005,51012
76,51012,51019
73,51020,51027
31,51027,51034
50,51035,51042
24,51042,51049
28,51050,51057
12,51057,51064
72,51065,51072
90,51072,51079
117,51080,51087
19,51087,51094
98,51095,51102
89,51102,51109
83,51110,51117
99,51117,51124
31,51125,51132
7,51132,51139
77,51140,51147
16,51147,51155
10,51155,51162
57,51163,51170
61,51170,51177
6,51178,51185
19,51185,51192
117,51193,51200
0,51200,51207
19,51208,51215
52,51215,51222
64,51223,51230
45,51230,51237
91,51238,51245
98,51245,51252
8,51253,51260
57,51260,51267
27,51268,51275
109,51275,51282
51,51283,51290
30,51290,51297
11,51298,51305
37,51306,51313
71,51313,51320
96,51321,51328
103,51328,51335
110,51336,51343
78,51343,51350
92,51351,51358
79,51358,51365
5,51366,51373
99,51373,51380
45,51381,51388
108,51388,51395
